나이성별,차량아이디,차량아이디_빈도수,scaled_차량아이디_빈도수
64,44,4,1.018646408839779
41,135,3,1.0136157337367626
91,65,1,1.0
1,107,1,1.0
24,29,22,1.1441647597254005
111,76,3,1.305084745762712
109,43,15,1.6363636363636365
103,123,4,1.3
87,65,6,1.0991189427312775
51,41,6,1.0289017341040463
81,53,1,1.0
118,124,3,2.125
117,124,2,1.375
24,10,4,1.0205949656750573
61,3,2,1.0168539325842696
22,137,3,1.020979020979021
27,99,4,1.0426540284360188
6,66,1,1.0
93,132,7,1.4655172413793105
59,14,16,5.21875
88,24,5,1.0653357531760437
45,15,6,1.0274893097128894
76,44,3,1.1592920353982301
92,85,27,2.044642857142857
45,64,13,1.0659743433109348
48,10,5,1.0175182481751825
16,43,6,2.1538461538461537
28,37,12,1.11660777385159
108,85,18,1.6023622047244093
85,68,1,1.0
115,90,1,1.0
91,44,5,1.21301775147929
107,73,6,1.1923076923076923
46,62,1,1.0
108,50,11,1.3543307086614171
102,86,1,1.0
51,15,8,1.0404624277456647
14,36,4,1.2347826086956522
33,45,3,1.0557275541795665
24,102,3,1.0137299771167048
35,29,4,1.1901408450704225
86,78,9,1.1628959276018098
6,19,2,1.0262390670553936
60,21,9,6.142857142857143
53,61,2,1.0143312101910829
65,7,1,1.0
10,66,1,1.0
61,36,14,1.2191011235955056
8,72,7,1.1310679611650485
90,44,6,1.0875486381322956
53,33,7,1.0859872611464967
24,72,2,1.0068649885583525
13,87,2,1.0978260869565217
48,22,7,1.0262773722627736
43,66,1,1.0
72,10,1,1.0
89,134,7,1.1235697940503433
91,146,1,1.0
109,33,3,1.0909090909090908
88,53,15,1.2286751361161525
1,35,3,1.094240837696335
114,50,1,1.0
9,41,3,1.0694980694980694
2,34,12,1.4626168224299065
9,10,3,1.0694980694980694
111,70,3,1.305084745762712
1,18,1,1.0
107,130,3,1.0769230769230769
112,55,7,1.6428571428571428
91,106,5,1.21301775147929
27,93,2,1.014218009478673
107,97,17,1.6153846153846154
92,25,2,1.0401785714285714
23,83,6,1.0444225074037512
44,120,1,1.0
58,26,3,1.3157894736842104
113,30,5,1.9230769230769231
112,10,1,1.0
8,29,3,1.0436893203883495
89,97,26,1.51487414187643
14,97,22,2.643478260869565
85,34,26,1.6164383561643836
85,15,2,1.0246575342465754
15,24,2,1.1428571428571428
72,69,6,1.0696594427244581
6,132,15,1.3673469387755102
57,43,9,1.8888888888888888
66,146,8,1.0445544554455446
98,13,7,2.928571428571429
28,135,1,1.0
2,132,1,1.0
15,33,2,1.1428571428571428
94,69,4,1.2571428571428571
13,97,20,2.858695652173913
65,94,2,1.0088321884200195
44,10,5,1.0115347644985582
115,18,1,1.0
74,70,6,1.141065830721003
7,18,4,1.0813253012048192
28,72,4,1.0318021201413428
25,143,2,1.0124653739612188
5,64,7,1.18
72,87,3,1.0278637770897832
89,17,19,1.3707093821510297
58,83,2,1.1578947368421053
93,43,5,1.3103448275862069
114,35,7,2.0384615384615383
32,127,30,1.501923076923077
25,72,2,1.0124653739612188
6,17,7,1.1574344023323615
67,7,8,1.0544511668107175
38,84,20,5.621621621621622
61,59,4,1.050561797752809
6,29,3,1.0524781341107872
95,26,5,1.8571428571428572
28,3,9,1.0848056537102475
53,27,3,1.0286624203821655
38,101,9,2.9459459459459465
54,59,8,1.101123595505618
1,82,1,1.0
1,29,2,1.0471204188481675
95,78,3,1.4285714285714284
9,87,1,1.0
26,72,5,1.0390455531453362
86,90,17,1.3257918552036199
3,104,1,1.0
67,64,8,1.0544511668107175
44,6,15,1.0403716757449537
92,30,9,1.3214285714285716
79,29,1,1.0
102,53,1,1.0
42,90,16,1.0854971500949968
5,69,1,1.0
25,15,1,1.0
109,55,16,1.6818181818181819
36,57,5,1.3829787234042552
10,72,1,1.0
56,132,10,1.3
93,75,2,1.0775862068965518
17,124,10,4.521739130434783
6,83,2,1.0262390670553936
46,61,5,1.0155306298533218
57,128,2,1.1111111111111112
43,29,30,1.1168307967770814
36,43,5,1.3829787234042552
7,78,24,1.6234939759036144
30,27,4,1.03862660944206
64,15,8,1.0435082872928176
56,33,5,1.1333333333333333
48,83,28,1.1182481751824818
91,61,2,1.0532544378698225
43,61,5,1.016114592658908
27,75,17,1.2274881516587677
66,44,4,1.0190947666195191
42,47,1,1.0
73,19,1,1.0
73,17,17,1.4500000000000002
88,5,6,1.0816696914700545
63,135,4,1.0245454545454546
97,34,6,3.9999999999999996
33,27,1,1.0
106,97,38,2.85
111,30,9,2.2203389830508478
115,103,2,1.4500000000000002
71,29,10,1.1345514950166113
104,93,1,1.0
43,68,4,1.0120859444941808
66,93,3,1.0127298444130126
84,27,1,1.0
1,134,4,1.1413612565445026
109,22,1,1.0
8,2,1,1.0
5,50,27,1.7799999999999998
93,88,6,1.3879310344827587
89,43,17,1.3295194508009152
56,50,16,1.5
29,22,2,1.0144927536231885
82,134,5,1.2535211267605635
91,22,1,1.0
87,29,2,1.0198237885462555
10,70,5,1.1002785515320335
56,22,2,1.0333333333333334
3,99,5,1.1157556270096463
34,25,4,1.0758426966292134
106,59,3,1.1
67,93,2,1.0077787381158168
102,29,4,1.3461538461538463
21,7,1,1.0
64,83,12,1.0683701657458564
6,9,4,1.0787172011661808
115,51,14,6.85
73,52,1,1.0
111,43,4,1.457627118644068
87,134,2,1.0198237885462555
110,142,2,1.0511363636363635
104,53,13,1.75
102,16,3,1.2307692307692308
58,28,9,2.263157894736842
80,14,19,10.0
71,37,4,1.0448504983388704
84,90,10,1.23342939481268
67,29,11,1.0777873811581677
65,29,7,1.0529931305201177
96,29,1,1.0
104,107,5,1.25
54,134,19,1.260032102728732
114,55,4,1.5192307692307692
84,142,3,1.0518731988472623
118,95,1,1.0
46,24,43,1.163071613459879
41,25,4,1.0204236006051437
88,72,2,1.0163339382940109
62,18,2,1.0154109589041096
74,18,3,1.0564263322884013
112,34,5,1.4285714285714286
54,44,5,1.057784911717496
46,102,7,1.0232959447799828
33,70,2,1.0278637770897834
74,111,3,1.0564263322884013
11,57,3,1.0803571428571428
8,52,2,1.0218446601941749
60,76,2,1.6428571428571428
93,85,8,1.543103448275862
106,130,3,1.1
2,90,1,1.0
97,103,2,1.6
112,57,3,1.2142857142857144
8,134,12,1.2402912621359223
71,44,2,1.0149501661129567
12,70,7,1.303370786516854
71,72,5,1.0598006644518272
49,9,3,1.011873350923483
68,146,9,1.0508833922261485
26,102,2,1.009761388286334
61,46,1,1.0
89,57,7,1.1235697940503433
6,64,5,1.1049562682215743
14,76,3,1.1565217391304348
75,46,1,1.0
93,29,2,1.0775862068965518
89,29,3,1.0411899313501143
24,67,6,1.034324942791762
49,138,5,1.0237467018469657
2,17,2,1.0420560747663552
31,8,4,1.0537848605577689
25,83,9,1.0997229916897506
107,136,4,1.1153846153846154
91,136,16,1.7988165680473371
113,82,2,1.2307692307692308
90,37,6,1.0875486381322956
9,78,5,1.138996138996139
57,88,2,1.1111111111111112
47,37,7,1.0343074968233799
81,103,3,1.1428571428571428
85,110,21,1.4931506849315068
11,7,1,1.0
11,5,7,1.2410714285714286
76,88,4,1.238938053097345
90,15,9,1.140077821011673
103,15,1,1.0
108,29,2,1.0354330708661417
37,33,1,1.0
87,15,4,1.0594713656387664
2,78,1,1.0
7,76,8,1.1897590361445782
111,46,1,1.0
36,114,15,2.3404255319148937
48,25,21,1.0875912408759123
72,59,4,1.041795665634675
109,88,13,1.5454545454545454
83,12,2,1.0301003344481605
52,6,3,1.016728624535316
109,37,2,1.0454545454545454
90,89,6,1.0875486381322956
70,65,2,1.0073952341824157
56,72,1,1.0
89,37,3,1.0411899313501143
44,68,1,1.0
109,59,1,1.0
101,28,3,1.391304347826087
12,44,2,1.050561797752809
61,102,1,1.0
58,110,1,1.0
58,18,1,1.0
21,46,1,1.0
69,135,1,1.0
52,62,2,1.008364312267658
111,18,1,1.0
94,40,4,1.2571428571428571
19,101,1,1.0
29,46,1,1.0
41,45,2,1.0068078668683813
52,122,6,1.04182156133829
9,33,4,1.1042471042471043
90,108,4,1.0525291828793775
91,29,3,1.1065088757396448
3,33,6,1.1446945337620578
112,26,10,1.9642857142857144
68,44,6,1.0318021201413428
52,72,7,1.050185873605948
93,136,7,1.4655172413793105
68,64,9,1.0508833922261485
94,11,5,1.342857142857143
24,139,2,1.0068649885583525
69,99,10,1.0689948892674617
78,101,8,2.909090909090909
41,22,3,1.0136157337367626
36,123,4,1.2872340425531914
48,135,4,1.013138686131387
28,7,8,1.0742049469964665
22,9,4,1.0314685314685315
89,5,2,1.0205949656750573
79,114,3,2.6363636363636362
44,58,2,1.0028836911246395
101,3,1,1.0
76,41,2,1.079646017699115
65,15,3,1.0176643768400393
14,30,7,1.4695652173913043
92,100,3,1.0803571428571428
112,76,6,1.5357142857142856
112,78,1,1.0
54,22,2,1.014446227929374
13,82,4,1.2934782608695652
26,22,5,1.0390455531453362
65,42,1,1.0
5,25,2,1.03
73,46,5,1.1125
42,22,3,1.0113996200126663
54,9,3,1.028892455858748
47,135,2,1.00571791613723
3,6,3,1.057877813504823
63,121,1,1.0
48,90,12,1.0481751824817518
109,103,14,1.5909090909090908
108,33,3,1.0708661417322833
111,86,6,1.7627118644067796
82,8,1,1.0
102,113,3,1.2307692307692308
68,18,14,1.0826855123674912
22,109,1,1.0
61,135,1,1.0
87,22,2,1.0198237885462555
68,104,6,1.0318021201413428
78,119,2,1.2727272727272727
110,44,1,1.0
111,103,3,1.305084745762712
90,127,3,1.0350194552529182
93,107,2,1.0775862068965518
55,58,1,1.0
27,3,2,1.014218009478673
56,70,6,1.1666666666666667
106,57,6,1.25
89,99,1,1.0
76,134,3,1.1592920353982301
35,5,4,1.1901408450704225
113,75,1,1.0
35,59,1,1.0
35,33,3,1.1267605633802817
10,19,6,1.1253481894150419
85,73,6,1.1232876712328768
28,62,2,1.010600706713781
105,65,1,1.0
110,130,4,1.1534090909090908
48,58,7,1.0262773722627736
2,85,3,1.0841121495327104
48,42,3,1.0087591240875913
88,99,5,1.0653357531760437
20,97,5,8.2
22,27,1,1.0
80,136,1,1.0
53,138,3,1.0286624203821655
49,87,9,1.0474934036939314
28,9,4,1.0318021201413428
11,76,8,1.28125
110,138,1,1.0
111,130,2,1.152542372881356
70,3,3,1.0147904683648317
103,24,1,1.0
72,99,2,1.0139318885448916
1,111,5,1.1884816753926701
86,70,15,1.2850678733031673
64,66,3,1.0124309392265194
21,130,5,1.0612244897959184
71,33,10,1.1345514950166113
53,122,2,1.0143312101910829
103,75,10,1.9
85,6,2,1.0246575342465754
4,4,4,1.0541082164328657
33,138,1,1.0
70,115,1,1.0
63,3,11,1.0818181818181818
106,82,10,1.45
61,73,2,1.0168539325842696
71,2,3,1.0299003322259135
61,72,2,1.0168539325842696
110,37,8,1.3579545454545454
71,130,4,1.0448504983388704
112,132,3,1.2142857142857144
55,9,1,1.0
92,69,1,1.0
67,9,5,1.031114952463267
106,127,1,1.0
1,33,4,1.1413612565445026
93,59,1,1.0
104,35,8,1.4375
118,21,5,3.25
67,22,3,1.0155574762316335
73,59,1,1.0
44,135,5,1.0115347644985582
24,69,15,1.0961098398169336
13,134,2,1.0978260869565217
112,37,5,1.4285714285714286
44,122,13,1.0346042934956745
49,135,3,1.011873350923483
32,83,6,1.0865384615384615
118,84,8,4.9375
14,111,6,1.391304347826087
82,122,1,1.0
86,64,1,1.0
41,12,6,1.0340393343419063
55,30,31,2.163793103448276
39,134,1,1.0
39,16,1,1.0
29,58,2,1.0144927536231885
84,42,1,1.0
77,103,5,1.6792452830188678
108,37,1,1.0
110,78,1,1.0
9,37,3,1.0694980694980694
97,21,4,2.8
83,110,5,1.120401337792642
36,50,6,1.4787234042553192
98,114,1,1.0
110,36,8,1.3579545454545454
29,65,3,1.028985507246377
87,42,1,1.0
24,27,3,1.0137299771167048
95,114,5,1.8571428571428572
111,31,3,1.305084745762712
65,45,1,1.0
113,137,2,1.2307692307692308
3,137,3,1.057877813504823
109,26,25,2.090909090909091
48,143,4,1.013138686131387
3,114,11,1.2893890675241158
111,78,2,1.152542372881356
68,42,3,1.012720848056537
10,83,7,1.15041782729805
34,90,8,1.1769662921348314
17,35,4,2.1739130434782608
91,17,5,1.21301775147929
70,54,4,1.0221857025472474
19,43,3,3.571428571428572
8,10,4,1.0655339805825244
79,95,1,1.0
7,99,1,1.0
106,34,6,1.25
43,94,8,1.0282005371530887
90,134,10,1.1575875486381322
36,5,1,1.0
64,39,3,1.0124309392265194
103,99,1,1.0
30,9,5,1.0515021459227467
93,40,24,2.78448275862069
95,130,6,2.071428571428571
82,33,4,1.1901408450704225
29,33,15,1.2028985507246377
108,59,6,1.1771653543307086
109,17,7,1.2727272727272727
90,143,7,1.105058365758755
54,90,11,1.14446227929374
109,136,6,1.2272727272727273
111,82,2,1.152542372881356
110,18,5,1.2045454545454546
90,70,3,1.0350194552529182
106,138,4,1.15
112,85,5,1.4285714285714286
73,72,4,1.084375
108,18,2,1.0354330708661417
102,28,3,1.2307692307692308
50,6,2,1.0052478134110787
88,61,3,1.0326678765880217
42,3,11,1.0569981000633313
85,90,7,1.1479452054794521
90,29,11,1.1750972762645915
88,54,1,1.0
37,36,4,1.4655172413793105
58,106,5,1.631578947368421
73,75,6,1.140625
103,29,2,1.1
45,72,8,1.0384850335980453
89,56,1,1.0
48,54,5,1.0175182481751825
57,11,2,1.1111111111111112
98,85,2,1.3214285714285716
109,78,1,1.0
84,99,2,1.0259365994236311
42,115,1,1.0
58,33,3,1.3157894736842104
73,65,2,1.028125
8,65,8,1.1529126213592233
9,134,2,1.0347490347490347
107,26,11,1.3846153846153846
45,2,2,1.0054978619425778
59,13,7,2.6875
90,33,10,1.1575875486381322
78,28,4,1.8181818181818181
101,85,3,1.391304347826087
28,4,1,1.0
2,99,3,1.0841121495327104
84,2,1,1.0
116,71,1,1.0
1,50,15,1.6596858638743455
38,75,1,1.0
52,115,2,1.008364312267658
39,119,2,2.0
11,89,2,1.0401785714285714
6,33,10,1.2361516034985423
95,86,3,1.4285714285714284
69,66,2,1.0076660988074957
44,54,11,1.0288369112463955
6,127,7,1.1574344023323615
44,98,1,1.0
56,11,10,1.3
85,29,6,1.1232876712328768
9,3,3,1.0694980694980694
24,37,5,1.0274599542334095
5,137,2,1.03
5,52,1,1.0
71,111,7,1.089700996677741
112,127,2,1.1071428571428572
14,127,1,1.0
53,111,6,1.071656050955414
70,8,4,1.0221857025472474
51,104,6,1.0289017341040463
76,57,4,1.238938053097345
41,137,5,1.027231467473525
52,65,8,1.058550185873606
55,22,1,1.0
33,134,4,1.08359133126935
38,36,12,3.6756756756756763
8,75,13,1.262135922330097
106,136,3,1.1
11,103,4,1.1205357142857144
68,27,12,1.0699646643109542
5,44,3,1.06
15,103,5,1.5714285714285714
84,134,6,1.1296829971181557
54,81,2,1.014446227929374
92,37,6,1.2008928571428572
22,12,3,1.020979020979021
53,135,1,1.0
93,17,4,1.2327586206896552
93,15,2,1.0775862068965518
5,103,14,1.39
107,33,1,1.0
32,146,3,1.0346153846153845
69,15,2,1.0076660988074957
71,109,1,1.0
49,2,4,1.0178100263852243
63,67,2,1.0081818181818183
70,98,3,1.0147904683648317
78,95,7,2.6363636363636362
86,65,4,1.0610859728506787
83,6,3,1.060200668896321
16,121,1,1.0
24,135,4,1.0205949656750573
9,138,5,1.138996138996139
8,3,1,1.0
70,15,8,1.0517666392769105
7,61,1,1.0
55,69,3,1.0775862068965516
26,89,15,1.1366594360086768
37,114,4,1.4655172413793105
42,44,2,1.005699810006333
115,84,7,3.7
6,72,1,1.0
6,18,4,1.0787172011661808
69,7,8,1.0536626916524703
3,134,9,1.2315112540192925
56,75,7,1.2
98,107,1,1.0
76,26,9,1.6371681415929205
108,55,16,1.531496062992126
96,28,6,2.5517241379310347
104,59,3,1.125
89,75,5,1.0823798627002288
98,16,3,1.642857142857143
23,92,1,1.0
49,143,9,1.0474934036939314
94,130,1,1.0
89,123,2,1.0205949656750573
109,70,9,1.3636363636363638
16,21,9,2.8461538461538463
61,18,2,1.0168539325842696
101,31,9,2.5652173913043477
67,122,2,1.0077787381158168
85,52,1,1.0
83,73,4,1.0903010033444815
114,16,3,1.346153846153846
120,91,4,4.857142857142858
112,21,10,1.9642857142857144
6,69,5,1.1049562682215743
103,12,1,1.0
70,94,3,1.0147904683648317
38,100,1,1.0
66,22,2,1.0063649222065063
67,143,4,1.0233362143474503
49,90,14,1.0771767810026385
71,93,2,1.0149501661129567
12,50,4,1.151685393258427
1,59,8,1.3298429319371727
61,75,6,1.0842696629213482
74,59,1,1.0
58,17,6,1.789473684210526
74,5,1,1.0
73,134,9,1.225
89,135,2,1.0205949656750573
104,54,3,1.125
114,34,2,1.173076923076923
66,67,4,1.0190947666195191
68,79,3,1.012720848056537
86,15,1,1.0
78,88,3,1.5454545454545454
83,34,2,1.0301003344481605
80,113,3,2.0
118,11,1,1.0
93,119,1,1.0
107,90,1,1.0
84,22,3,1.0518731988472623
15,111,2,1.1428571428571428
70,6,1,1.0
76,6,1,1.0
85,61,3,1.0493150684931507
5,33,8,1.21
83,75,6,1.1505016722408028
85,5,10,1.2219178082191782
46,104,6,1.0194132873166522
61,134,1,1.0
111,85,7,1.9152542372881356
46,54,1,1.0
11,41,3,1.0803571428571428
65,54,4,1.0264965652600588
51,54,1,1.0
70,67,1,1.0
93,99,1,1.0
76,73,4,1.238938053097345
10,112,1,1.0
43,6,15,1.0564010743061774
64,54,1,1.0
83,127,4,1.0903010033444815
58,136,1,1.0
62,134,8,1.1078767123287672
66,72,3,1.0127298444130126
105,70,13,1.7248322147651007
21,75,4,1.0459183673469388
78,29,3,1.5454545454545454
88,37,3,1.0326678765880217
113,99,1,1.0
28,6,7,1.0636042402826855
94,107,5,1.342857142857143
90,54,1,1.0
64,69,9,1.0497237569060773
51,120,1,1.0
109,75,3,1.0909090909090908
95,103,4,1.6428571428571428
86,137,4,1.0610859728506787
32,112,1,1.0
104,130,1,1.0
19,85,1,1.0
52,138,1,1.0
104,135,1,1.0
58,25,1,1.0
8,83,4,1.0655339805825244
70,10,1,1.0
69,68,2,1.0076660988074957
33,99,5,1.111455108359133
30,24,10,1.1158798283261802
19,21,1,1.0
51,75,16,1.0867052023121386
37,132,1,1.0
112,70,3,1.2142857142857144
111,24,1,1.0
10,27,1,1.0
107,104,4,1.1153846153846154
72,83,7,1.0835913312693497
22,127,6,1.0524475524475525
53,54,1,1.0
67,87,4,1.0233362143474503
106,134,1,1.0
48,47,3,1.0087591240875913
105,114,5,1.2416107382550337
119,136,1,1.0
13,69,1,1.0
30,4,1,1.0
17,107,2,1.391304347826087
12,19,3,1.101123595505618
112,106,1,1.0
80,82,1,1.0
81,28,3,1.1428571428571428
2,73,1,1.0
2,55,12,1.4626168224299065
45,104,5,1.0219914477703116
80,35,3,2.0
99,101,1,1.0
24,39,2,1.0068649885583525
27,108,4,1.0426540284360188
58,20,3,1.3157894736842104
47,12,1,1.0
73,25,8,1.1968750000000001
92,137,9,1.3214285714285716
35,90,2,1.0633802816901408
106,132,10,1.45
70,44,6,1.0369761709120788
110,134,3,1.1022727272727273
109,44,1,1.0
29,25,3,1.028985507246377
43,2,1,1.0
73,70,2,1.028125
70,104,7,1.0443714050944948
75,33,4,1.2410714285714286
49,104,4,1.0178100263852243
107,17,12,1.4230769230769231
78,40,4,1.8181818181818181
87,59,2,1.0198237885462555
6,68,1,1.0
77,114,10,2.5283018867924527
42,122,3,1.0113996200126663
31,90,1,1.0
6,135,1,1.0
102,12,1,1.0
92,22,3,1.0803571428571428
46,87,22,1.0815358067299397
110,106,7,1.3068181818181819
85,83,4,1.073972602739726
33,33,9,1.2229102167182662
114,11,3,1.346153846153846
26,118,2,1.009761388286334
36,103,6,1.4787234042553192
91,15,2,1.0532544378698225
12,137,7,1.303370786516854
92,89,1,1.0
33,72,1,1.0
16,110,2,1.2307692307692308
54,143,3,1.028892455858748
99,82,1,1.0
43,47,1,1.0
57,37,2,1.1111111111111112
72,22,4,1.041795665634675
105,97,8,1.4228187919463087
75,70,1,1.0
89,83,8,1.1441647597254003
74,47,1,1.0
55,127,4,1.1163793103448276
66,131,2,1.0063649222065063
9,123,7,1.2084942084942085
3,83,2,1.0289389067524115
108,54,1,1.0
53,65,12,1.1576433121019107
36,76,5,1.3829787234042552
116,100,1,1.0
34,109,3,1.050561797752809
52,54,1,1.0
70,2,1,1.0
61,83,5,1.0674157303370786
113,36,1,1.0
92,65,3,1.0803571428571428
63,146,4,1.0245454545454546
90,90,9,1.140077821011673
117,16,1,1.0
118,142,1,1.0
26,139,1,1.0
26,146,7,1.0585683297180042
88,138,4,1.0490018148820326
104,57,1,1.0
24,52,2,1.0068649885583525
49,25,14,1.0771767810026385
94,57,10,1.7714285714285714
88,59,5,1.0653357531760437
89,72,2,1.0205949656750573
11,142,3,1.0803571428571428
90,5,4,1.0525291828793775
37,100,2,1.1551724137931034
11,68,1,1.0
109,21,12,1.5
5,6,4,1.0899999999999999
106,37,4,1.15
91,37,1,1.0
108,25,4,1.1062992125984252
37,137,2,1.1551724137931034
15,127,1,1.0
92,72,1,1.0
10,99,2,1.0250696378830084
50,143,7,1.0314868804664723
92,54,1,1.0
56,138,3,1.0666666666666667
67,2,2,1.0077787381158168
49,65,3,1.011873350923483
78,33,4,1.8181818181818181
83,93,4,1.0903010033444815
11,19,2,1.0401785714285714
22,37,3,1.020979020979021
35,70,1,1.0
10,137,3,1.0501392757660168
74,64,1,1.0
24,61,4,1.0205949656750573
52,52,3,1.016728624535316
92,70,2,1.0401785714285714
78,76,5,2.090909090909091
73,8,1,1.0
37,57,7,1.9310344827586208
35,25,1,1.0
64,87,9,1.0497237569060773
57,31,7,1.6666666666666665
58,89,2,1.1578947368421053
71,108,5,1.0598006644518272
33,93,1,1.0
49,109,1,1.0
109,132,3,1.0909090909090908
92,8,1,1.0
45,67,5,1.0219914477703116
107,75,3,1.0769230769230769
94,66,1,1.0
103,88,4,1.3
17,43,3,1.782608695652174
59,22,1,1.0
57,103,6,1.5555555555555554
69,42,1,1.0
114,127,2,1.173076923076923
46,129,1,1.0
24,62,2,1.0068649885583525
37,107,5,1.6206896551724137
93,71,1,1.0
46,141,1,1.0
107,72,2,1.0384615384615385
81,76,2,1.0714285714285714
108,5,3,1.0708661417322833
12,53,16,1.7584269662921348
55,25,4,1.1163793103448276
43,89,11,1.0402864816472694
3,123,7,1.1736334405144695
83,134,1,1.0
90,8,2,1.017509727626459
51,142,5,1.023121387283237
102,95,4,1.3461538461538463
114,53,1,1.0
117,31,4,2.125
3,142,6,1.1446945337620578
104,142,1,1.0
107,30,12,1.4230769230769231
66,87,5,1.0254596888260255
55,52,1,1.0
62,67,1,1.0
74,94,1,1.0
2,134,7,1.2523364485981308
42,69,4,1.0170994300189993
9,65,2,1.0347490347490347
93,25,1,1.0
77,55,3,1.3396226415094339
60,88,1,1.0
116,101,9,4.0
104,65,1,1.0
9,88,2,1.0347490347490347
12,59,2,1.050561797752809
107,87,1,1.0
10,3,2,1.0250696378830084
110,33,5,1.2045454545454546
66,64,6,1.0318246110325318
118,13,5,3.25
58,50,4,1.4736842105263157
94,127,3,1.1714285714285713
40,17,1,1.0
57,106,6,1.5555555555555554
28,90,8,1.0742049469964665
77,31,5,1.6792452830188678
86,59,12,1.2239819004524888
93,5,2,1.0775862068965518
41,2,2,1.0068078668683813
12,33,3,1.101123595505618
37,43,4,1.4655172413793105
20,101,2,2.8
91,25,3,1.1065088757396448
90,83,5,1.0700389105058365
106,73,2,1.05
38,82,1,1.0
110,50,7,1.3068181818181819
30,121,2,1.0128755364806867
96,10,1,1.0
44,23,4,1.0086510733739187
4,24,9,1.1442885771543085
48,56,1,1.0
17,142,1,1.0
28,27,4,1.0318021201413428
37,75,3,1.3103448275862069
74,87,3,1.0564263322884013
106,137,5,1.2
5,134,5,1.1199999999999999
46,39,12,1.042709232096635
41,37,8,1.0476550680786687
59,26,4,1.84375
69,44,2,1.0076660988074957
90,2,1,1.0
2,76,2,1.0420560747663552
58,55,10,2.4210526315789473
15,11,1,1.0
62,87,1,1.0
68,87,3,1.012720848056537
46,3,8,1.0271786022433131
95,73,1,1.0
93,127,1,1.0
14,107,3,1.1565217391304348
61,25,1,1.0
33,19,15,1.390092879256966
13,130,2,1.0978260869565217
42,145,1,1.0
65,72,3,1.0176643768400393
109,123,2,1.0454545454545454
114,114,1,1.0
72,70,16,1.2089783281733746
14,110,2,1.0782608695652174
50,67,2,1.0052478134110787
74,27,2,1.0282131661442007
86,39,2,1.0203619909502262
80,30,5,3.0
55,118,1,1.0
36,40,4,1.2872340425531914
71,99,6,1.074750830564784
88,2,1,1.0
78,18,1,1.0
59,28,2,1.28125
11,143,2,1.0401785714285714
80,137,1,1.0
29,42,2,1.0144927536231885
52,22,2,1.008364312267658
72,54,1,1.0
42,45,1,1.0
72,135,1,1.0
73,5,2,1.028125
11,123,7,1.2410714285714286
101,18,1,1.0
93,134,3,1.1551724137931034
93,27,5,1.3103448275862069
69,62,3,1.0153321976149916
14,142,2,1.0782608695652174
73,127,6,1.140625
92,19,4,1.1205357142857144
74,109,1,1.0
60,13,8,5.5
84,129,1,1.0
54,2,1,1.0
107,37,1,1.0
76,111,2,1.079646017699115
42,19,7,1.0341988600379988
26,104,4,1.029284164859002
112,75,2,1.1071428571428572
78,68,1,1.0
67,108,4,1.0233362143474503
77,20,2,1.169811320754717
48,99,2,1.0043795620437956
70,90,8,1.0517666392769105
116,55,3,1.75
56,39,3,1.0666666666666667
111,106,2,1.152542372881356
48,104,7,1.0262773722627736
68,6,2,1.0063604240282686
59,55,3,1.5625
28,42,2,1.010600706713781
108,2,1,1.0
67,104,6,1.0388936905790838
64,25,7,1.037292817679558
85,70,12,1.2712328767123289
38,137,2,1.2432432432432434
87,104,1,1.0
52,108,2,1.008364312267658
112,99,2,1.1071428571428572
5,61,2,1.03
35,130,7,1.380281690140845
62,19,1,1.0
101,103,4,1.5869565217391304
60,138,2,1.6428571428571428
98,20,1,1.0
54,25,3,1.028892455858748
74,99,3,1.0564263322884013
65,104,4,1.0264965652600588
29,61,5,1.0579710144927537
69,61,2,1.0076660988074957
60,82,1,1.0
57,137,3,1.222222222222222
58,104,1,1.0
94,110,2,1.0857142857142856
24,4,1,1.0
77,17,4,1.509433962264151
63,24,9,1.0654545454545454
52,79,3,1.016728624535316
109,142,5,1.1818181818181819
93,110,1,1.0
94,26,2,1.0857142857142856
43,104,4,1.0120859444941808
99,91,3,5.5
51,45,1,1.0
87,2,1,1.0
53,24,6,1.071656050955414
73,24,4,1.084375
72,93,1,1.0
91,89,1,1.0
9,18,4,1.1042471042471043
73,33,7,1.16875
57,127,1,1.0
105,26,12,1.6644295302013423
89,127,2,1.0205949656750573
94,55,4,1.2571428571428571
72,56,1,1.0
88,104,4,1.0490018148820326
94,22,1,1.0
82,55,7,1.380281690140845
86,27,3,1.0407239819004523
15,31,3,1.2857142857142858
109,5,2,1.0454545454545454
98,82,1,1.0
116,95,3,1.75
54,24,8,1.101123595505618
78,21,2,1.2727272727272727
109,65,2,1.0454545454545454
103,33,2,1.1
6,27,1,1.0
65,3,1,1.0
59,5,1,1.0
100,113,1,1.0
72,138,1,1.0
80,34,3,2.0
92,33,6,1.2008928571428572
85,18,4,1.073972602739726
110,109,1,1.0
76,33,3,1.1592920353982301
88,69,2,1.0163339382940109
54,8,1,1.0
112,83,1,1.0
85,8,7,1.1479452054794521
12,134,1,1.0
48,2,2,1.0043795620437956
58,85,9,2.263157894736842
13,106,5,1.391304347826087
22,18,3,1.020979020979021
47,68,5,1.02287166454892
73,41,1,1.0
17,113,3,1.782608695652174
37,86,3,1.3103448275862069
88,52,1,1.0
10,33,1,1.0
47,79,2,1.00571791613723
17,127,1,1.0
37,130,1,1.0
38,71,6,2.2162162162162167
